0	18	1
0	19	1
0	17	1
1	76	2
1	81	2
1	77	2
1	80	2
1	82	1
1	78	1
1	83	1
1	79	2
2	115	1
2	117	1
2	116	1
3	148	1
3	147	1
3	149	1
3	146	1
4	170	1
4	171	1
5	197	1
5	196	3
5	195	1
6	218	1
7	231	1
8	246	1
9	274	1
9	273	1
9	275	1
10	299	1
10	298	6
11	312	1
12	330	2
12	329	1
13	353	2
13	352	1
14	390	1
14	389	1
14	391	1
14	392	1
15	438	1
15	131	1
15	441	1
15	439	1
15	442	4
15	440	1
16	506	1
16	195	1
16	509	1
16	505	1
16	507	1
16	510	1
16	508	1
16	511	1
17	552	1
17	554	2
17	551	1
17	553	1
18	578	1
18	577	1
19	597	4
19	596	1
20	628	1
20	626	1
20	627	1
20	629	1
21	671	2
21	672	1
21	668	1
21	669	1
21	670	2
22	720	1
22	719	1
22	717	3
22	718	1
22	721	1
23	762	2
23	761	1
23	45	1
23	461	1
24	798	1
24	796	1
24	797	1
25	848	1
25	86	2
25	850	1
25	852	1
25	851	1
25	849	1
25	853	1
26	880	8
26	878	2
26	879	2
27	894	1
28	917	1
28	916	1
28	915	1
29	943	1
29	942	1
30	987	2
30	988	1
30	984	1
30	986	3
30	985	1
31	1019	2
31	1020	2
31	1021	1
32	1036	1
33	1063	1
33	1065	1
33	1064	5
33	890	2
34	1086	1
34	1085	2
35	1116	1
35	1117	2
35	1115	1
36	1162	1
36	1160	1
36	1159	1
36	1161	1
36	1163	1
37	1188	1
37	1187	1
38	1208	1
38	1209	1
38	1210	2
39	123	1
39	1239	1
39	135	1
40	1256	1
41	1269	1
41	827	1
42	1313	1
42	1310	1
42	1311	1
42	1309	2
42	1312	1
43	906	1
43	1342	1
43	198	1
44	1381	2
44	1382	1
44	1384	1
44	238	1
44	1383	1
45	1445	1
45	1443	1
45	1448	1
45	1446	1
45	1447	2
45	1444	1
45	1442	2
46	1499	2
46	744	2
46	187	1
46	1498	1
46	1500	1
47	1531	1
47	1532	1
47	1530	1
48	1562	1
48	918	1
48	1563	2
49	1587	1
49	1585	1
49	1586	3
50	1617	1
50	1616	1
50	1615	1
50	1614	1
51	1631	1
52	319	1
52	1671	1
52	1672	1
52	109	1
52	1670	1
52	1674	1
52	1673	1
53	1699	1
53	1295	1
54	1767	1
54	1773	1
54	1766	1
54	1772	4
54	1771	1
54	1573	1
54	1769	1
54	1774	1
54	1768	1
54	1770	1
55	226	1
56	1814	4
56	1815	1
57	1839	1
57	1838	1
57	1837	1
58	809	1
58	1945	1
58	1941	1
58	469	1
58	1937	1
58	1944	1
58	1939	1
58	1940	1
58	1936	1
58	1942	2
58	1946	1
58	1938	1
58	1935	1
58	1943	1
59	1981	1
60	2006	3
60	2007	5
60	2005	1
61	2022	1
62	2033	3
63	2071	1
63	2072	1
63	2069	1
63	1963	1
63	2070	1
64	2092	1
65	2096	1
66	2111	1
66	19	2
67	2126	1
67	2127	1
68	2170	2
68	2172	1
68	2168	4
68	2173	1
68	2171	1
68	2169	1
69	2198	1
70	2210	6
70	2211	3
71	2232	1
71	2233	2
72	1632	1
72	2250	1
73	2288	1
73	2285	1
73	2287	3
73	2284	1
73	2286	1
74	2310	1
74	2269	1
75	2325	1
76	348	3
76	2342	1
77	496	1
78	2368	1
78	1580	1
78	2369	1
79	2394	1
79	746	1
79	2395	1
80	232	1
81	1959	1
81	1476	1
81	2446	1
81	2445	1
81	2447	1
81	2444	1
81	627	1
82	104	1
82	2467	1
83	2496	1
83	2495	1
83	2494	1
84	2291	1
84	2528	1
84	2527	1
85	2552	1
85	2553	3
85	2554	1
86	2581	1
86	2579	1
86	2580	1
87	111	3
87	1671	1
87	1530	1
87	322	1
87	2618	1
87	2616	2
87	2617	8
87	2615	1
88	2646	1
88	2647	1
88	2648	1
89	2672	1
89	2671	1
89	2674	1
90	918	1
90	2701	2
90	2700	3
91	2722	1
91	2723	1
91	2721	1
92	2744	1
92	1031	1
92	2745	2
93	2767	1
93	2768	1
94	2799	1
94	2803	1
94	2802	1
94	2800	1
94	2801	1
95	2827	2
95	2829	1
95	2828	1
96	2860	1
96	2861	3
96	13	1
96	548	1
96	2862	1
97	2888	1
97	2889	5
97	2887	1
98	2917	1
98	2916	1
98	2915	1
98	198	1
99	2960	1
99	2962	1
99	2959	1
99	2958	1
99	163	1
99	2961	1
100	2977	1
101	2880	2
102	3001	1
102	2547	1
102	3002	1
103	3022	1
103	3021	1
103	3023	1
104	3041	1
105	3064	3
105	3062	1
105	3063	1
106	3107	1
106	3105	1
106	3106	2
106	3104	1
106	3103	1
107	3132	1
107	3133	1
107	3134	1
108	3147	2
109	3162	1
109	3161	1
110	2274	1
110	3185	2
110	3186	1
110	3184	1
110	3187	2
111	3232	1
111	3233	1
111	3231	1
111	3235	1
111	3234	1
112	189	1
112	3282	1
112	3281	1
112	3280	3
112	2943	1
113	3301	2
113	3300	1
114	3320	1
114	2102	1
114	3321	1
114	3322	1
115	3338	1
116	3380	1
116	465	1
116	3378	1
116	3382	1
116	3381	1
116	3379	1
117	3355	1
117	2451	1
117	3418	1
117	3417	2
117	3419	1
118	3447	1
118	3446	1
118	1650	2
118	3448	1
119	2547	1
119	3499	1
119	3501	1
119	3502	1
119	3497	1
119	3500	1
119	3498	1
120	3533	1
120	3535	2
120	3534	1
120	3251	1
121	624	1
121	3554	1
122	3646	1
122	1427	1
122	3642	1
122	689	2
122	3647	1
122	3641	1
122	3645	1
122	1933	1
122	3640	1
122	3644	1
122	3648	1
122	1268	1
122	3643	1
122	3649	1
122	1458	1
123	3696	1
123	1317	2
123	1579	1
123	3697	1
123	3695	1
124	3725	1
124	3724	1
124	2802	2
124	3723	1
125	3777	1
125	3776	1
125	1954	1
125	470	1
125	3774	1
125	3771	1
125	3772	1
125	3775	1
125	3773	1
126	2521	1
126	3807	1
126	3808	1
127	3832	1
127	3831	1
127	3833	1
128	3865	1
128	3867	1
128	3864	1
128	3866	5
129	3889	2
129	3890	1
130	3919	1
130	3918	1
130	640	1
130	3920	1
130	3917	1
131	3636	1
131	3957	1
131	3960	1
131	3958	1
131	3819	1
131	3959	1
132	3991	1
132	3993	1
132	3990	1
132	3992	1
132	3989	1
133	1844	2
133	4007	2
134	1746	2
134	4024	1
134	1737	1
135	1049	2
135	4039	1
136	4063	1
136	4064	2
136	4062	1
137	4078	1
138	4106	1
138	4107	1
138	4108	1
139	4118	1
140	4155	1
140	4157	1
140	4112	1
140	4158	1
140	2852	1
140	4156	2
141	2456	1
141	4191	1
141	86	1
141	564	1
141	4190	1
142	114	1
142	294	1
142	2605	1
142	4215	1
143	4232	1
143	4233	2
144	4261	1
144	4263	1
144	4260	1
144	4262	1
144	4264	1
144	2507	1
145	3015	1
145	587	1
145	3025	2
146	4299	1
147	4321	1
147	4323	1
147	4322	1
147	4320	2
148	4338	1
148	4337	1
149	4346	1
149	4345	1
150	4358	1
150	4359	1
151	565	2
152	4392	1
152	4393	1
153	4415	1
153	224	1
153	4414	1
153	4416	1
154	4432	2
154	1687	1
154	3901	1
154	4431	1
155	4458	1
155	4459	1
155	4457	1
156	1632	1
156	4485	1
156	4484	1
157	3601	2
157	4527	1
157	4525	1
157	4529	1
157	724	1
157	4526	1
157	1	1
157	4530	1
157	4528	1
158	4561	1
158	3898	1
158	2592	1
158	4560	1
159	4575	1
159	4574	2
160	4599	1
160	3766	1
160	4600	1
160	4601	1
160	4602	1
161	4613	1
161	189	1
162	2085	1
162	4637	1
162	2090	1
162	1799	1
163	4657	2
163	103	1
163	4659	1
163	3914	1
163	4215	1
164	3138	1
164	4697	1
164	4696	1
164	4694	1
164	4695	1
164	4693	1
165	1413	1
166	4748	1
166	4746	1
166	4614	1
166	4747	1
166	4745	1
166	1603	1
167	3139	1
167	3141	2
168	4781	1
169	337	1
169	4797	1
170	3252	1
170	1460	1
170	4823	1
170	4824	1
170	4822	1
170	4821	1
171	4872	1
171	4875	1
171	4876	1
171	3809	2
171	4877	1
171	4873	1
171	4874	1
171	4878	1
172	1233	1
172	4902	1
173	4917	2
173	4918	2
173	270	1
174	4947	1
174	4946	1
174	4948	1
174	4949	1
174	4945	1
175	4985	1
175	4984	1
175	4982	1
175	4983	1
176	5015	1
176	5016	1
176	3912	1
176	4652	1
176	5017	1
177	5071	3
177	5074	4
177	5072	2
177	3094	1
177	5073	1
177	5066	1
177	5067	1
177	5070	2
177	5068	2
177	5069	1
178	747	1
178	5094	1
179	5120	1
179	5119	1
179	5118	1
179	5122	1
179	5121	1
180	5147	1
180	1961	1
180	5145	2
180	5148	1
180	5146	1
181	1993	1
181	5181	2
181	5180	1
181	5179	1
182	1806	2
182	5229	1
182	4121	1
182	5228	1
182	5227	2
182	1805	2
182	5232	1
182	5230	2
182	5231	1
183	5248	1
184	5258	3
185	5295	1
185	451	3
185	5297	1
185	5298	1
185	5300	1
185	1988	2
185	5294	1
185	5296	3
185	5299	1
186	5344	1
186	5345	2
186	5346	1
186	5343	1
186	5347	1
187	5364	1
187	5365	1
188	5409	1
188	49	1
188	5413	1
188	5411	1
188	5412	4
188	5410	1
189	5463	1
189	5461	1
189	2158	1
189	1485	1
189	5464	1
189	4167	1
189	5462	1
190	4655	1
190	114	1
190	2611	1
190	5488	1
191	194	1
191	2646	1
191	5498	1
191	384	1
192	5520	1
192	459	2
192	40	1
192	5521	1
192	180	1
193	5540	2
193	5539	1
193	4185	1
194	3802	1
194	3798	1
194	5557	1
194	5556	1
194	429	1
195	5590	1
195	5593	1
195	5592	2
195	5591	1
195	5594	2
195	3034	1
196	5658	1
196	5654	2
196	5657	1
196	3647	2
196	5655	1
196	3618	1
196	5652	1
196	5656	1
196	5653	4
196	2793	1
197	10	1
197	5683	1
198	5700	1
198	5701	1
198	5699	2
199	5721	1
199	5720	1
200	5733	2
201	5742	1
201	5741	2
201	363	1
202	5754	1
202	5755	2
203	667	1
203	5783	2
203	5782	1
203	5781	1
204	5812	1
204	5813	1
204	3558	1
204	2085	1
204	5814	2
205	5837	2
205	5836	2
206	896	1
207	2210	1
207	5881	1
207	5880	1
207	4222	1
207	2228	1
208	5898	1
208	5899	1
209	5916	1
209	5915	2
210	5942	1
210	3750	1
210	5941	1
210	2648	1
210	5940	1
211	233	2
211	5960	1
212	5995	1
212	5993	2
212	5997	2
212	5994	1
212	3893	2
212	5996	1
213	6042	1
213	6040	1
213	6044	1
213	6043	1
213	6041	1
214	1334	1
214	6063	1
215	6108	1
215	4609	1
215	6105	1
215	6109	1
215	4067	1
215	6110	1
215	6106	1
215	6111	2
215	6107	2
216	6129	1
217	6137	2
218	6170	1
218	198	1
218	1194	1
218	6172	1
218	304	3
218	6171	1
219	3035	1
219	1610	1
220	6201	1
220	6200	1
220	6202	1
221	6216	1
221	468	1
221	6215	1
222	6232	2
223	6254	1
223	186	1
223	468	1
223	3351	1
223	6255	1
223	232	2
224	1115	1
225	6275	1
225	4920	2
226	912	21
226	6286	1
227	6307	1
227	6306	1
227	1028	1
228	6326	1
228	6325	1
229	3118	1
229	4302	1
229	1101	1
229	3123	1
230	6363	1
230	6362	1
230	6364	1
231	6380	5
231	6381	1
232	6407	2
232	6406	1
232	39	1
232	1901	1
232	6405	1
233	6427	1
233	6426	1
234	6441	1
235	6453	2
235	2570	2
235	2586	1
236	6466	1
236	1828	1
236	6465	1
237	91	1
237	2290	1
237	2506	4
237	5101	2
237	2281	2
237	5122	1
238	2227	1
238	6526	1
238	6524	1
238	6525	1
239	6558	1
239	6559	1
239	6557	1
239	6556	1
240	936	1
240	6573	1
241	6477	7
241	3162	4
241	6608	9
241	2237	1
241	6609	1
241	6611	1
241	3160	2
241	6610	13
242	6652	1
242	198	1
242	588	1
242	6654	1
242	6651	2
242	6653	1
242	2759	1
243	6672	1
243	6674	1
243	6673	1
244	6489	1
244	6695	1
244	3174	1
244	6696	1
245	6706	1
245	333	2
