0	4431	2857	4371	1745	5328	1298	2595	2565	1122	1883	2406	3341	3614	1795	4101	706	3902	727	4263	3102
1	3928	4303	3947	4690	2541	91	196	791	4111	1773	1837	5290	310	4497	2481	2589	505	2115	2890	3794
2	3169	1348	1253	2804	5336	304	56	2846	1443	4457	1684	3970	4614	4579	4414	2324	3201	2059	112	2053
3	4435	4016	1833	4251	323	3081	1489	151	2112	4306	1881	3851	3642	4920	2086	3582	855	4293	3849	199
4	1206	4120	1648	810	2124	4096	1967	603	1754	1218	4850	175	4038	703	1697	1186	3431	4892	574	1766
5	1043	4460	3389	5248	2873	233	5188	2279	3703	2203	1627	3721	258	2245	3058	2803	2049	3622	1699	53
6	1094	5146	2440	848	1059	2512	4819	1722	4843	3588	2018	3183	2175	4806	80	70	5025	2199	3449	3938
7	367	2348	3011	804	1337	4897	3204	2771	1667	5038	3371	5194	316	2784	4341	3812	1762	4961	4759	3607
8	2792	3359	1734	5263	2282	5109	1964	1001	3884	1885	934	4339	4360	1334	3662	820	1546	4737	3967	1127
9	5122	5019	3784	3072	4259	2629	1774	2396	800	3083	3227	1300	127	1549	2944	4233	2488	556	4401	3490
10	663	1739	1574	2741	4346	4362	2686	4243	4692	2912	4236	3187	5089	3664	4576	2812	4522	1603	5288	199
11	4298	1272	1123	3673	4405	3265	2863	4556	2659	4580	2573	2606	4849	2740	2291	5272	3566	1284	847	1644
12	1225	251	596	2925	635	4816	5310	5167	4246	428	140	349	1993	4749	3897	453	1989	4387	2698	3102
13	2329	437	3879	2141	4070	4381	5333	3001	4606	133	3423	1836	4623	2672	3040	705	3880	3885	2364	815
14	1819	3730	5218	317	3728	3449	5031	1851	2533	465	1490	2713	6	1094	5146	2440	848	1059	2512	4819
15	3916	2009	3358	3922	4542	2037	3646	1252	4008	1813	2989	1834	642	2193	1948	3160	1905	2006	5164	5110
16	4054	819	4245	4510	267	3987	1623	2564	5268	946	4708	5030	4232	3391	3549	171	5252	1230	5301	5279
17	2176	1222	658	648	3460	628	1383	4425	5355	2774	2030	4515	1467	124	3807	507	1265	4985	1768	1953
18	4314	2143	3282	1857	3229	4910	330	2552	1959	1167	2326	1258	4764	1669	5295	2718	190	1189	774	1952
19	882	3661	5079	3335	3548	4955	2220	1708	1092	3230	158	4179	1158	5157	3817	3238	1193	1932	4654	5034
20	2469	884	4292	4093	438	1926	1646	3082	3895	1764	4167	5076	2003	2868	4196	4987	4958	2913	2811	5281
21	2154	4859	1413	4782	3327	4126	3070	4529	2188	3853	2420	835	1002	875	1561	528	4161	940	389	5220
22	661	1052	4777	3151	4151	3539	1606	4429	412	2779	2069	762	4436	1552	4270	4361	1921	3337	608	2323
23	5270	2578	653	3590	4134	3868	680	92	1996	4024	2149	3808	3212	4323	3643	2976	683	2638	2121	3292
24	403	120	5059	3458	668	3972	2032	3310	390	2122	2225	1031	2305	3036	326	696	1132	2179	588	108
25	2879	4976	3274	4634	2778	2928	683	1847	3212	4323	3574	3326	2976	3808	2149	92	680	3868	1335	786
26	477	2017	670	534	3706	1510	3215	4471	704	3364	3771	775	1156	5099	5246	2516	2503	4980	4116	3547
27	4269	3352	4808	1037	268	4783	3302	756	289	5003	1137	4950	3330	5022	4045	5300	5291	2695	4412	2232
28	743	3120	2979	1933	1505	1559	5001	1568	4226	4144	4552	2289	3951	333	2234	890	2328	1656	3499	5225
29	4310	95	198	829	4249	3226	4385	3161	700	4285	186	1183	2592	1533	1398	836	1849	209	2426	1581
30	4919	2450	2290	3424	1465	4218	5112	1670	4023	3381	4642	2283	2663	435	830	4325	4611	2702	3726	2105
31	1782	3130	989	2067	3626	2261	2542	2594	2035	2274	3809	1916	1196	4698	1919	1515	2008	3555	457	3009
32	1726	1036	2153	4367	4020	1624	400	370	3168	3754	5002	3641	4721	3321	4350	5181	2986	2623	5145	2718
33	535	4681	1985	2527	4329	837	3044	1914	2966	1962	3701	897	3008	1484	4489	3670	3101	1073	2683	1776
34	1081	1429	3284	3208	2508	2916	375	1039	5227	3455	1004	4558	576	1396	885	5337	3126	3045	2251	2955
35	566	1544	630	4528	3417	2876	709	852	4718	4895	666	5172	795	315	5211	2217	3149	1732	3647	1313
36	3038	2945	3751	4006	685	3111	466	2200	3815	5101	4171	2287	2214	1592	4484	185	4884	2392	3414	3587
37	2870	2062	217	4524	4995	2445	3440	146	2719	182	1653	3837	2982	2554	229	2900	4241	364	2631	4315
38	1591	1736	4094	4461	2902	62	2198	318	4056	3709	1378	5006	2157	4398	1450	1956	4352	4076	1291	1485
39	1369	3192	339	2742	3811	4284	160	813	434	1197	4071	1787	348	2382	3100	235	4846	5200	90	3092
40	3876	364	4315	624	1261	3679	1899	1152	2400	2219	1290	3195	4943	1746	1020	2900	5204	2554	4214	456
41	5104	2260	1306	4252	1635	4851	3469	4110	2014	1190	740	2636	4083	4607	1250	5354	3243	4490	5032	1187
42	1831	1969	205	1103	3763	2385	2862	905	799	1077	3194	4213	2710	4262	2390	3637	3123	1617	3964	1006
43	2024	3420	2378	3162	3731	440	2960	4675	3686	1034	416	5233	2343	3565	3890	1053	4547	861	4046	542
44	1403	4473	1044	3436	1064	975	1595	4119	4644	4042	4860	708	2456	697	1215	1534	4535	3603	4817	4676
45	889	3387	3091	1790	2969	2677	4986	2201	3404	3830	922	3019	747	2711	1473	2482	4664	1872	4631	1527
46	1636	2411	1880	3329	1423	677	693	859	886	2202	3930	548	5273	4567	3355	4421	387	4033	3144	1645
47	3107	1984	3422	338	232	1893	3931	4746	974	3128	3252	1275	1870	1637	794	1930	985	4853	1655	2724
48	1029	3173	2825	4128	2807	4036	2191	3514	1483	5212	1718	4796	248	2369	2496	4412	2695	3026	2815	4996
