0	1	0	0	0	0	1	20	832	135	137	1	1	3	0	1
1	1	1	0	0	0	1	20	1088	363	227	1	2	118	88	20
2	1	0	0	0	0	1	20	930	365	693	1	3105	227014	153668	70221
3	1	0	0	0	0	1	20	1935	1337	120	1	0	0	0	0
4	1	0	0	0	0	1	20	1515	598	886	1	3361	254336	179680	80380
5	1	0	0	0	0	1	20	2148	621	510	1	6	487	102	66
6	1	0	0	0	0	1	20	879	565	183	1	266	23023	11665	5927
7	1	0	0	0	0	1	20	1435	565	92	1	5	448	265	57
8	1	0	0	0	0	1	20	2183	1591	447	1	1260	117839	75899	37249
9	1	0	0	0	0	1	20	756	529	251	1	0	0	0	0
10	1	0	0	0	0	1	20	542	255	137	1	288	33188	17396	11884
11	1	0	0	0	0	1	20	1165	589	283	1	3468	263758	185515	81255
12	1	0	0	0	0	1	20	865	633	196	1	116	15155	6028	4940
13	1	0	0	0	0	1	20	1415	930	641	1	24	1916	105	598
14	1	0	0	0	0	1	20	1467	615	122	1	5	471	345	58
15	1	0	0	0	0	1	20	1453	914	292	1	4446	355031	268227	110983
16	1	0	0	0	0	1	20	659	221	495	1	3105	227085	153766	70236
17	1	1	0	0	0	1	20	808	197	59	1	3126	229026	155493	70801
18	1	0	0	0	0	1	20	1065	635	316	1	3894	303301	219429	92969
19	1	3	17	0	4	1	20	1035	526	137	1	7	517	221	205
20	1	0	0	0	0	1	20	862	487	78	1	2348	208544	146581	62305
21	1	0	0	0	0	1	20	1579	532	612	1	3240	238544	162786	73626
22	1	0	0	0	0	1	20	1705	1038	201	1	0	0	0	0
23	1	0	0	0	0	1	20	1691	643	1137	1	2	258	39	134
24	1	0	0	0	0	1	20	1970	1206	179	1	3	109	6	50
25	1	0	0	0	0	1	20	1026	579	323	1	3103	226962	153649	70192
26	1	1	1	0	1	1	20	1420	516	444	1	9	869	77	251
27	1	0	0	0	0	1	20	1340	377	410	1	93	9030	3658	3755
28	1	0	0	0	0	1	20	3379	1840	1118	1	1	15	0	13
29	1	0	0	0	0	1	20	1394	624	581	1	329	38023	23392	14170
30	1	0	0	0	0	1	20	2133	1341	183	1	3115	228679	155068	70478
31	1	0	0	0	0	1	20	1831	1032	754	1	0	0	0	0
32	1	0	0	0	0	1	20	1278	702	718	1	60	6748	1579	2480
33	1	0	0	0	0	1	20	1751	783	581	1	59	6484	3719	2475
34	1	0	0	0	0	1	20	2902	1406	851	1	382	41872	28318	13558
35	1	0	0	0	0	1	20	2506	1102	732	1	3222	239477	164972	74559
36	1	1	14	0	4	1	20	338	148	60	1	982	91059	55072	31998
37	1	0	0	0	0	1	20	1816	888	336	1	0	0	0	0
38	1	1	0	0	0	1	20	447	153	59	1	32	669	169	153
39	1	1	0	0	0	1	20	406	196	57	1	56	2040	355	705
40	1	0	0	0	0	1	20	2168	1490	636	1	3	143	48	60
41	1	0	0	0	0	1	20	1465	673	641	1	6	861	108	106
42	1	0	0	0	0	1	20	833	576	286	1	107	9326	4040	3311
43	1	0	0	0	0	1	20	2223	1031	793	1	11	2680	726	792
44	1	0	0	0	0	1	20	2363	1440	1027	1	3153	232937	159438	72424
45	1	0	0	0	0	1	20	1351	458	359	1	0	0	0	0
46	1	0	0	0	0	1	20	1457	763	212	1	7	244	76	44
47	1	0	0	0	0	1	20	934	537	230	1	0	0	0	0
48	1	0	0	0	0	1	20	1700	563	815	1	3984	310648	229184	97742
49	1	0	0	0	0	1	20	462	251	268	1	1244	108331	64586	32282
50	1	0	0	0	0	1	20	1619	962	544	1	3810	296963	214712	92072
51	1	0	0	0	0	1	20	1087	720	266	1	3989	302602	221921	95997
52	1	0	0	0	0	1	20	1120	502	477	1	3147	231129	157324	71528
53	1	3	97	97	1	1	20	519	339	17	1	954	90315	54748	31840
54	1	0	0	0	0	1	20	913	517	136	1	74	6927	2690	982
55	1	7	1166	180	276	1	20	1261	311	167	1	1060	100704	62075	35027
56	1	0	0	0	0	1	20	1162	607	137	1	227	26837	16912	8937
57	1	0	0	0	0	1	20	1173	383	150	1	0	0	0	0
58	1	0	0	0	0	1	20	1624	866	190	1	0	0	0	0
59	1	0	0	0	0	1	20	1468	648	422	1	24	2006	919	465
60	1	0	0	0	0	1	20	2153	992	724	1	4	211	63	54
61	1	0	0	0	0	1	20	2098	1167	1080	1	31	5351	2794	1950
62	1	0	0	0	0	1	20	580	439	231	1	96	6835	2616	2148
63	1	0	0	0	0	1	20	2223	816	500	1	6	345	45	168
64	1	0	0	0	0	1	20	908	481	504	1	64	9050	5558	2951
65	1	0	0	0	0	1	20	628	414	41	1	3	90	28	45
66	1	0	0	0	0	1	20	805	491	283	1	0	0	0	0
67	1	0	0	0	0	1	20	2006	1093	343	1	36	5492	2782	1525
68	1	0	0	0	0	1	20	2020	1113	351	1	479	48859	26281	15269
69	1	0	0	0	0	1	20	1297	787	221	1	3	646	421	167
70	1	0	0	0	0	1	20	1200	540	473	1	6	687	42	194
71	1	0	0	0	0	1	20	1500	477	448	1	1386	170729	130282	60886
72	1	1	9	0	2	1	20	2858	2245	845	1	422	78397	58286	26399
73	1	0	0	0	0	1	20	2207	1835	666	1	713	120129	94259	41055
74	1	1	86	0	37	1	20	960	658	360	1	3944	306339	223869	94137
75	1	0	0	0	0	1	20	1668	853	517	1	448	49622	32759	15340
76	1	0	0	0	0	1	20	1433	931	461	1	83	8995	3472	2558
77	1	0	0	0	0	1	20	2695	1030	813	1	29	2434	791	897
78	1	0	0	0	0	1	20	936	357	106	1	3117	227985	154509	70386
79	1	0	0	0	0	1	20	1994	1017	932	1	3438	264397	186930	81118
80	1	0	0	0	0	1	20	744	251	117	1	0	0	0	0
81	1	0	0	0	0	1	20	1699	661	561	1	8	547	198	190
82	1	0	0	0	0	1	20	848	292	184	1	65	5107	1777	1704
83	1	0	0	0	0	1	20	505	409	105	1	16	820	324	256
84	1	0	0	0	0	1	20	1075	703	212	1	12	772	266	297
85	1	0	0	0	0	1	20	1043	633	448	1	3	185	70	62
86	1	0	0	0	0	1	20	1152	575	339	1	1	18	0	12
87	1	0	0	0	0	1	20	1436	383	131	1	0	0	0	0
88	1	0	0	0	0	1	20	1038	395	368	1	2	203	0	41
89	1	0	0	0	0	1	20	1075	723	401	1	1	32	0	13
90	1	0	0	0	0	1	20	1498	620	687	1	10	967	196	270
91	1	0	0	0	0	1	20	1071	378	509	1	47	5022	1837	1946
92	1	0	0	0	0	1	20	1205	642	704	1	0	0	0	0
93	1	3	189	39	6	1	20	969	243	19	1	0	0	0	0
94	1	0	0	0	0	1	20	1598	1321	445	1	223	27488	17073	8081
95	1	0	0	0	0	1	20	2327	1707	436	1	197	24160	14565	7950
96	1	0	0	0	0	1	20	857	462	114	1	4	80	25	25
97	1	0	0	0	0	1	20	1264	363	307	1	87	14552	8460	5595
98	1	0	0	0	0	1	20	1573	703	687	1	445	50912	31789	17960
99	1	0	0	0	0	1	20	982	503	603	1	1637	167343	116717	51308
100	1	1	0	0	0	1	20	1297	715	194	1	83	8870	3187	2138
101	1	0	0	0	0	1	20	1206	732	111	1	144	18855	10415	4596
102	1	0	0	0	0	1	20	1303	542	419	1	8	810	70	442
103	1	0	0	0	0	1	20	843	337	555	1	323	35229	19383	10812
104	1	0	0	0	0	1	20	1701	1055	604	1	160	24163	14738	8277
105	1	0	0	0	0	1	20	1213	529	593	1	44	5288	2278	1745
106	1	0	0	0	0	1	20	900	565	200	1	0	0	0	0
107	1	1	1	0	1	1	20	1024	566	149	1	3106	227069	153705	70209
108	1	1	0	0	0	1	20	555	259	122	1	937	89820	54509	31784
109	1	0	0	0	0	1	20	900	529	124	1	6	219	45	85
110	1	1	51	0	0	1	20	1969	1204	183	1	21	3637	1327	1899
111	1	0	0	0	0	1	20	1576	590	368	1	2	68	0	4
112	1	0	0	0	0	1	20	1147	674	360	1	32	3038	1735	945
113	1	0	0	0	0	1	20	1022	593	633	1	3	313	36	205
114	1	0	0	0	0	1	20	1372	690	753	1	21	3747	1334	1886
115	1	0	0	0	0	1	20	2036	548	440	1	1	163	0	14
116	1	0	0	0	0	1	20	1621	945	474	1	3	122	27	42
117	1	0	0	0	0	1	20	631	411	167	1	68	6275	2390	1711
