0	1	99	7887	5404	3544	1	5	309	13	165
1	1	99	7375	4969	3098	1	3	88	4	53
2	1	99	10273	8975	2747	1	1	344	0	97
3	1	99	7786	5321	3455	1	24	1854	498	852
4	1	99	7634	5310	3319	1	1	37	0	21
5	1	99	3984	2578	1900	1	3	176	6	88
6	1	99	7764	5680	3403	1	6	520	178	165
7	1	99	6543	4466	2973	1	4	166	6	74
8	1	99	6624	4509	3146	1	1	62	0	40
9	1	99	5302	3544	2190	1	0	0	0	0
10	1	99	7365	4912	3106	1	3	240	5	137
11	1	99	6472	4242	3016	1	5	409	44	159
12	1	99	9048	7501	2921	1	0	0	0	0
13	1	99	6370	4209	3028	1	0	0	0	0
14	1	99	10659	9562	2848	1	5	238	25	83
15	1	99	7507	5230	3391	1	0	0	0	0
16	1	99	7347	4980	2780	1	2	90	0	28
17	1	99	8078	6553	2635	1	2	59	0	36
18	1	99	6688	4445	3067	1	0	0	0	0
19	1	99	7398	5830	2840	1	14	1142	273	402
20	1	99	8329	6234	3139	1	1	154	0	62
21	1	99	4938	3274	2232	1	18	1289	225	555
22	1	99	7270	5284	3368	1	8	690	165	311
23	1	99	7516	5160	3356	1	2	241	24	119
24	1	99	5036	3309	2713	1	3	38	2	32
25	1	99	6418	4359	2960	1	1	119	0	70
26	1	99	7991	5828	3469	1	6	282	11	130
27	1	99	8251	6097	3192	1	1	13	0	8
28	1	99	7545	5401	3220	1	1	51	0	36
29	1	99	6627	4764	2714	1	0	0	0	0
30	1	99	8131	5463	3535	1	8	712	74	256
31	1	99	10605	9525	2866	1	4	321	28	110
32	1	99	9363	7956	2948	1	21	1665	640	544
33	1	99	6927	4629	3754	1	4	460	136	155
34	1	99	7748	5370	3479	1	1	24	0	13
35	1	99	4619	2741	2601	1	14	1075	236	545
36	1	99	6331	4451	2583	1	0	0	0	0
37	1	99	7647	5364	3386	1	0	0	0	0
38	1	99	6984	4768	3541	1	10	1121	313	380
39	1	99	6446	4226	3033	1	1	22	0	20
40	1	99	9179	7668	2995	1	1	16	0	14
41	1	99	6692	4699	3069	1	9	624	57	242
42	1	99	7600	4962	3027	1	0	0	0	0
43	1	99	7106	4799	3721	1	2	170	0	80
44	1	99	6620	4444	3057	1	1	78	0	50
45	1	99	6538	4299	3046	1	3	295	4	124
46	1	99	4963	3260	2465	1	1	28	0	16
47	1	99	6315	4492	2120	1	0	0	0	0
48	1	99	5037	3132	2841	1	0	0	0	0
49	1	99	6975	5001	3326	1	2	89	0	32
50	1	99	6651	4921	2568	1	10	271	17	175
51	1	99	7445	5855	2906	1	0	0	0	0
52	1	99	7518	5009	3408	1	25	2059	745	896
53	1	99	6506	4776	2528	1	2	73	0	27
54	1	99	5171	3090	2821	1	3	102	9	56
55	1	99	5556	3474	2786	1	0	0	0	0
56	1	99	7764	5681	3405	1	1	72	0	26
57	1	99	6576	4517	2845	1	7	260	41	147
58	1	99	6295	4442	2571	1	4	335	21	118
59	1	99	6822	4530	3185	1	5	195	9	84
60	1	99	7224	5511	2872	1	5	331	3	125
61	1	99	5614	3672	2609	1	5	319	19	149
62	1	99	8204	5666	3642	1	13	1145	243	610
63	1	99	7149	4795	3131	1	0	0	0	0
64	1	99	4329	2907	1975	1	0	0	0	0
65	1	99	5530	3633	2581	1	1	40	0	19
66	1	99	7418	5154	3323	1	2	84	0	29
67	1	99	7994	6565	2646	1	19	1295	173	439
68	1	99	4950	3509	2191	1	6	191	23	124
69	1	99	4825	3076	2697	1	2	229	0	66
70	1	99	7377	5142	3631	1	14	731	175	433
71	1	99	8056	5379	3207	1	1	66	0	15
72	1	99	7107	4613	3112	1	4	260	25	141
73	1	99	6694	4708	3075	1	0	0	0	0
74	1	99	6676	4689	3062	1	4	392	26	150
75	1	99	8178	5856	3430	1	0	0	0	0
76	1	99	7803	5216	3403	1	7	573	110	304
77	1	99	7249	5084	3542	1	9	651	90	307
78	1	99	6031	4116	2908	1	3	161	7	79
79	1	99	7989	5822	3465	1	1	24	0	13
80	1	99	6151	4025	3058	1	0	0	0	0
81	1	99	7325	5829	2896	1	3	79	8	52
82	1	99	6020	4010	2764	1	3	147	4	82
83	1	99	7400	5916	2838	1	15	1129	360	444
84	1	99	6893	4639	3072	1	0	0	0	0
85	1	99	4835	3359	2183	1	7	588	29	241
86	1	99	4978	2928	2757	1	2	284	39	132
87	1	99	7096	4793	3132	1	1	128	0	54
88	1	99	9665	7804	2904	1	1	38	0	7
89	1	99	4710	3308	1813	1	0	0	0	0
90	1	99	7609	5280	3310	1	7	516	76	226
91	1	99	4294	3073	1997	1	1	22	0	18
92	1	99	8540	6144	3558	1	6	1156	176	258
93	1	99	7668	5133	3450	1	5	186	19	111
94	1	99	9082	7716	2914	1	6	619	223	131
95	1	99	6490	4286	3022	1	8	421	72	173
96	1	99	7251	5303	3391	1	20	864	300	486
97	1	99	7596	5269	3309	1	20	1468	266	502
98	1	99	3983	2577	1893	1	3	223	4	117
99	1	99	7771	5255	3476	1	6	316	6	156
100	1	99	5514	3509	2530	1	13	370	117	259
101	1	99	5287	3271	2640	1	0	0	0	0
102	1	99	8933	7640	2846	1	1	15	0	5
103	1	99	7981	5359	3536	1	5	469	42	199
104	1	99	5195	3336	2869	1	2	144	2	79
105	1	99	7228	5679	2488	1	20	891	153	398
106	1	99	3977	2563	1895	1	1	80	0	59
107	1	99	4240	3022	1984	1	4	683	83	255
108	1	99	9062	7524	2940	1	16	1377	301	484
109	1	99	7486	5009	3392	1	6	310	36	212
110	1	99	6832	4656	3318	1	9	326	79	220
111	1	99	10326	9208	2847	1	6	538	152	194
112	1	99	6907	4383	2813	1	2	48	0	26
113	1	99	6399	4718	2617	1	1	53	0	33
114	1	99	8457	6856	2705	1	15	1648	1096	615
115	1	99	10587	9458	2872	1	1	24	0	13
116	1	99	6235	4055	2362	1	1	24	0	13
117	1	99	4741	3335	2168	1	7	183	12	102
118	1	99	6575	4515	3048	1	2	88	0	59
119	1	99	7545	4991	3389	1	3	305	2	112
120	1	99	9592	8272	2982	1	17	1155	195	376
121	1	99	5872	3788	3158	1	10	603	144	298
122	1	99	6118	3861	3380	1	10	407	79	267
123	1	99	7523	5400	3363	1	9	419	25	207
124	1	99	7092	4794	3194	1	10	446	66	295
125	1	99	4882	3178	2415	1	16	711	222	448
126	1	99	8251	5559	3227	1	3	105	6	82
127	1	99	7212	5671	2474	1	0	0	0	0
128	1	99	8268	5717	3722	1	1	35	0	15
129	1	99	7336	4814	3363	1	6	316	29	186
130	1	99	4282	3058	1980	1	1	24	0	13
131	1	99	4258	2831	1967	1	2	24	0	22
132	1	99	6649	4411	3371	1	3	180	0	60
133	1	99	8659	6443	3300	1	7	272	31	174
134	1	99	8706	7367	2860	1	3	103	0	43
135	1	99	6533	4662	2593	1	1	66	0	15
136	1	99	5915	3792	3157	1	1	52	0	33
137	1	99	6356	4091	3377	1	3	368	0	154
138	1	99	6476	4365	3254	1	27	2255	643	1127
139	1	99	4964	3532	2223	1	0	0	0	0
140	1	99	3997	2592	1899	1	5	600	54	275
141	1	99	7510	6057	2904	1	7	868	132	257
142	1	99	10654	9545	2866	1	1	13	0	11
143	1	99	7805	5273	3329	1	1	43	0	26
144	1	99	6079	3777	3268	1	16	1315	216	598
145	1	99	9164	7650	2986	1	1	133	0	30
146	1	99	6321	4490	2120	1	6	238	9	109
147	1	99	4822	2831	2691	1	2	83	0	79
148	1	99	6260	4544	2800	1	1	44	0	38
149	1	99	8454	6854	2700	1	21	1665	705	589
150	1	99	7743	5096	3447	1	8	634	74	334
151	1	99	6887	4707	3073	1	3	193	8	82
152	1	99	8421	6285	3221	1	7	480	202	137
153	1	99	6618	4457	3688	1	3	108	5	82
154	1	99	7621	5176	3764	1	12	783	146	340
155	1	99	6611	4470	2840	1	2	202	0	96
156	1	99	6980	5139	2310	1	3	102	4	88
157	1	99	6727	4717	3130	1	0	0	0	0
158	1	99	6986	4684	3773	1	24	1087	344	579
159	1	99	6284	4471	2111	1	5	255	5	79
160	1	99	9979	8020	2980	1	14	1531	925	491
161	1	99	6614	4776	2653	1	3	490	81	176
162	1	99	6873	4734	3446	1	40	2511	753	1128
163	1	99	7497	5173	3272	1	34	1555	303	815
164	1	99	6643	4697	2875	1	9	604	33	216
165	1	99	6960	4678	3789	1	1	16	0	10
166	1	99	5803	3840	2642	1	1	24	0	13
167	1	99	6976	4670	3067	1	5	220	12	128
168	1	99	7942	5949	3216	1	1	321	0	51
169	1	99	4482	2993	1897	1	8	359	81	174
170	1	99	6814	4634	3150	1	15	1191	430	612
171	1	99	7245	4939	3308	1	2	373	0	114
172	1	99	4908	3478	2204	1	9	424	109	233
173	1	99	10260	8962	2746	1	0	0	0	0
174	1	99	9138	7829	2870	1	4	250	93	94
175	1	99	4283	3062	2004	1	6	219	18	144
176	1	99	4528	2664	2512	1	9	622	30	190
177	1	99	7545	5454	3373	1	2	39	0	18
178	1	99	6989	4672	3127	1	2	295	2	102
179	1	99	5311	3364	2948	1	25	1392	329	697
180	1	99	9954	7977	2960	1	6	556	113	161
181	1	99	5694	3758	2609	1	5	159	7	93
182	1	99	8819	7264	2910	1	2	581	99	150
183	1	99	6795	4801	3115	1	4	512	51	211
184	1	99	7445	5129	3280	1	2	274	2	104
185	1	99	4919	3275	2222	1	1	303	0	95
186	1	99	6302	4330	2737	1	3	258	7	104
187	1	99	6280	4198	3094	1	5	321	26	191
188	1	99	10642	9540	2865	1	0	0	0	0
189	1	99	7665	5609	3419	1	1	24	0	13
190	1	99	7125	5595	2783	1	2	207	7	115
191	1	99	8338	5971	3511	1	0	0	0	0
192	1	99	6935	4500	2918	1	6	328	13	160
193	1	99	4689	3056	1849	1	0	0	0	0
194	1	99	7170	4957	2822	1	1	66	0	15
195	1	99	6684	4510	3146	1	1	89	0	31
196	1	99	7621	5376	3381	1	0	0	0	0
197	1	99	6915	4718	3500	1	1	9	0	9
198	1	99	6727	4700	2874	1	2	54	0	32
199	1	99	6400	4120	3440	1	5	442	56	211
200	1	99	5837	3644	3245	1	6	619	59	266
201	1	99	8018	5525	3623	1	8	328	42	150
202	1	99	9169	7802	2908	1	2	326	19	110
203	1	99	6920	4656	3777	1	10	673	137	339
204	1	99	4255	3043	1993	1	2	79	18	27
205	1	99	6776	4766	3156	1	0	0	0	0
206	1	99	6857	4595	3729	1	3	402	15	152
207	1	99	6231	4529	2586	1	2	165	3	61
208	1	99	6060	3914	3059	1	2	314	19	128
209	1	99	10541	9431	2841	1	5	244	43	120
210	1	99	8614	6280	3252	1	1	44	0	24
211	1	99	8581	7102	2916	1	9	619	63	172
212	1	99	6202	4119	3301	1	4	444	178	135
213	1	99	6829	4319	3405	1	6	588	203	310
214	1	99	6079	4194	2675	1	2	127	0	55
215	1	99	4857	3409	2170	1	17	840	178	403
216	1	99	6640	4639	2802	1	6	238	6	137
217	1	99	7692	5171	3071	1	1	99	0	45
218	1	99	6529	4751	2945	1	4	259	28	118
219	1	99	7342	5402	3388	1	6	413	75	250
220	1	99	7347	5112	3242	1	14	1013	244	467
221	1	99	9003	7413	2832	1	33	3845	2769	1187
222	1	99	7204	4831	3146	1	5	231	15	94
223	1	99	7570	5451	2437	1	10	632	296	189
224	1	99	8874	7484	2887	1	4	89	3	46
225	1	99	9477	7997	2951	1	2	110	24	39
226	1	99	7119	5081	3436	1	1	41	0	26
227	1	99	7894	5401	3548	1	4	442	29	147
228	1	99	5849	3882	2638	1	2	64	0	47
229	1	99	5546	3673	2689	1	15	681	120	368
230	1	99	6489	4588	2501	1	0	0	0	0
231	1	99	5733	3682	2808	1	5	185	34	129
232	1	99	9581	8077	3010	1	6	450	96	202
233	1	99	8136	5850	3466	1	1	25	0	12
234	1	99	5944	3898	2817	1	4	219	9	99
235	1	99	5912	3891	2794	1	6	363	17	190
236	1	99	6999	4821	2883	1	26	1630	360	714
237	1	99	4819	3304	2153	1	0	0	0	0
238	1	99	6657	4470	2975	1	1	135	0	35
239	1	99	7487	5998	2888	1	13	1156	305	465
240	1	99	7904	5744	3525	1	3	212	0	48
241	1	99	7021	5509	2743	1	2	57	3	36
242	1	99	4953	3531	2210	1	2	69	2	30
243	1	99	7594	5270	3303	1	34	2730	860	1115
244	1	99	7912	5495	3774	1	5	279	17	137
245	1	99	4979	3532	2243	1	2	100	6	60
246	1	99	7718	5478	3411	1	6	203	14	118
247	1	99	7614	5191	3446	1	22	1321	334	686
248	1	99	7459	5452	3371	1	2	88	0	42
249	1	99	8065	5894	3566	1	0	0	0	0
250	1	99	7536	5213	3270	1	28	2028	569	1033
251	1	99	7075	4737	3237	1	1	61	0	43
252	1	99	9583	8223	2984	1	7	794	255	197
253	1	99	4782	2839	2711	1	2	147	0	40
254	1	99	6652	4732	2823	1	1	168	0	5
255	1	99	6675	4686	3056	1	0	0	0	0
256	1	99	7990	6554	2778	1	0	0	0	0
257	1	99	5496	3606	2616	1	1	18	0	9
258	1	99	7303	5779	2833	1	1	203	0	46
259	1	99	7655	5254	2977	1	3	78	0	35
260	1	99	7692	5161	3073	1	0	0	0	0
261	1	99	8427	6950	2766	1	16	976	204	557
262	1	99	7535	4673	3005	1	1	33	0	23
263	1	99	5731	3807	2589	1	0	0	0	0
264	1	99	7501	5949	2895	1	13	858	142	388
265	1	99	5650	3769	2810	1	1	29	0	16
266	1	99	5426	3678	2722	1	0	0	0	0
267	1	99	6984	4451	2940	1	0	0	0	0
268	1	99	7823	5747	3423	1	3	138	0	97
269	1	99	6631	4574	3121	1	5	261	40	147
270	1	99	7558	5448	3380	1	7	499	105	196
271	1	99	8065	6625	2694	1	10	774	128	263
272	1	99	7133	5600	2765	1	8	844	265	351
273	1	99	8197	5666	3616	1	3	156	0	62
274	1	99	4967	3540	2223	1	7	858	293	315
275	1	99	7222	4900	3266	1	6	482	43	200
276	1	99	4009	2580	1908	1	0	0	0	0
277	1	99	4300	3077	2010	1	13	853	130	364
278	1	99	6613	4594	3088	1	4	173	19	95
279	1	99	3991	2584	1899	1	19	1236	482	693
280	1	99	6855	4907	3308	1	3	224	4	112
281	1	99	6518	4393	3293	1	4	179	13	96
282	1	99	7394	5185	3292	1	3	318	5	114
283	1	99	7450	5292	3498	1	3	416	71	182
284	1	99	6381	4203	3036	1	2	108	9	27
285	1	99	7061	5547	2863	1	4	143	9	68
286	1	99	5907	4168	2426	1	10	549	100	235
287	1	99	4011	2594	1910	1	12	510	88	314
288	1	99	8183	5486	3168	1	9	554	87	302
289	1	99	8417	6819	2687	1	34	4306	3079	1363
290	1	99	7601	5076	3418	1	8	541	92	303
291	1	99	6546	4366	3553	1	3	257	2	92
292	1	99	6298	4419	2542	1	13	716	119	383
293	1	99	5861	3751	3198	1	3	114	4	81
294	1	99	4182	2979	1935	1	4	124	4	89
295	1	99	7984	6533	2791	1	12	779	84	299
296	1	99	4536	2690	2576	1	7	546	18	265
297	1	99	6360	4144	2369	1	5	572	45	242
298	1	99	5008	3053	2750	1	1	24	0	13
299	1	99	4011	2604	1912	1	1	93	0	49
300	1	99	7334	4978	3035	1	2	146	0	75
301	1	99	6620	4401	3035	1	3	154	0	77
302	1	99	10566	9449	2863	1	0	0	0	0
303	1	99	7250	5745	2860	1	6	395	31	146
304	1	99	8624	7254	2866	1	7	658	111	172
305	1	99	7818	5646	3516	1	33	2461	1131	1056
306	1	99	4760	2774	2640	1	5	305	23	110
307	1	99	9941	7980	2969	1	11	450	23	207
308	1	99	3954	2548	1890	1	2	236	2	100
309	1	99	6944	4635	3096	1	1	114	0	64
310	1	99	9031	7630	2935	1	1	37	0	21
311	1	99	7754	5655	3433	1	3	57	0	45
312	1	99	6631	4643	3038	1	10	818	172	363
313	1	99	7036	4843	3106	1	12	942	162	361
314	1	99	9466	8116	3015	1	32	3115	1134	875
315	1	99	4174	2967	1977	1	1	24	0	13
316	1	99	3999	2582	1910	1	1	130	0	54
317	1	99	7117	5584	2776	1	3	357	13	122
318	1	99	8124	5432	3534	1	2	111	0	55
319	1	99	7667	5135	3071	1	1	130	0	54
320	1	99	7383	5816	2823	1	1	199	0	71
321	1	99	7658	5124	3440	1	2	32	0	24
322	1	99	7736	5656	3382	1	5	928	181	315
323	1	99	8171	5704	3471	1	1	44	0	29
324	1	99	9574	8067	3000	1	1	37	0	21
325	1	99	6298	4428	2561	1	3	193	2	62
326	1	99	7228	4843	3158	1	3	224	5	77
327	1	99	9075	7728	2890	1	14	1026	252	383
328	1	99	7402	5469	3531	1	8	479	72	184
329	1	99	7371	5842	2853	1	1	17	0	8
330	1	99	8321	5967	3451	1	16	794	188	373
331	1	99	7490	5247	3485	1	6	391	9	178
332	1	99	5921	3916	3128	1	1	64	0	22
333	1	99	9311	8024	3015	1	6	297	25	131
334	1	99	9279	6973	3488	1	3	118	13	67
335	1	99	6613	4402	3667	1	4	544	66	225
336	1	99	7586	5024	2999	1	5	549	50	202
337	1	99	8419	7035	2834	1	3	467	103	75
338	1	99	7463	4993	3423	1	1	40	0	23
339	1	99	7382	5743	2867	1	35	2916	845	1364
340	1	99	6604	4344	3460	1	0	0	0	0
341	1	99	7444	5625	2924	1	4	499	8	117
342	1	99	7053	4839	3623	1	0	0	0	0
343	1	99	4957	3289	2241	1	9	509	133	220
344	1	99	10663	9543	2881	1	6	801	244	188
345	1	99	3969	2583	1884	1	1	32	0	12
346	1	99	5511	3510	3010	1	1	22	0	14
347	1	99	6838	4902	3328	1	0	0	0	0
348	1	99	6324	4455	2570	1	0	0	0	0
349	1	99	7427	5982	2925	1	1	119	0	40
350	1	99	6975	5185	2979	1	3	157	15	103
351	1	99	6795	4573	3676	1	5	484	140	202
352	1	99	7596	5047	3406	1	4	225	0	111
353	1	99	4268	3031	1991	1	0	0	0	0
354	1	99	8351	6756	2651	1	22	2584	1750	801
355	1	99	9419	7872	2987	1	3	131	0	45
356	1	99	7438	5965	2529	1	2	49	0	28
357	1	99	4816	3389	2161	1	0	0	0	0
358	1	99	6112	4187	2530	1	11	655	85	258
359	1	99	9147	7776	2898	1	5	329	68	104
360	1	99	5168	3114	2812	1	4	237	55	90
361	1	99	7718	5253	3270	1	0	0	0	0
362	1	99	7661	5124	3447	1	24	2044	379	860
363	1	99	6548	4286	3015	1	0	0	0	0
364	1	99	7301	5185	3348	1	3	703	13	160
365	1	99	6601	4645	3016	1	0	0	0	0
366	1	99	4005	2534	1892	1	1	18	0	14
367	1	99	6463	4336	2864	1	6	416	52	164
368	1	99	5041	3011	2705	1	0	0	0	0
369	1	99	5384	3607	2190	1	0	0	0	0
370	1	99	6350	4137	2474	1	0	0	0	0
371	1	99	7882	6359	2569	1	1	43	0	9
372	1	99	8639	7262	2867	1	9	698	200	203
373	1	99	4883	3228	2228	1	0	0	0	0
374	1	99	9169	7803	2891	1	6	358	32	178
375	1	99	6345	4161	2472	1	2	78	0	45
376	1	99	9201	7832	2926	1	25	2120	873	635
377	1	99	7758	5679	3400	1	0	0	0	0
378	1	99	6428	4551	2533	1	5	294	18	150
379	1	99	6621	4724	2726	1	8	760	130	306
380	1	99	6043	4385	2477	1	1	27	0	23
381	1	99	7333	4922	3078	1	0	0	0	0
382	1	99	7191	4716	3347	1	4	84	8	57
383	1	99	6222	4371	2537	1	3	394	154	99
384	1	99	7636	5140	3433	1	3	212	0	72
385	1	99	7176	4841	3027	1	2	75	0	31
386	1	99	7438	5080	3337	1	4	138	5	77
387	1	99	10484	9382	2864	1	2	262	0	102
388	1	99	6635	4660	3031	1	2	274	2	83
389	1	99	7551	5414	3393	1	4	263	2	119
390	1	99	7677	6209	2925	1	1	13	0	10
391	1	99	7116	5173	3444	1	12	688	223	349
392	1	99	6324	4450	2574	1	0	0	0	0
393	1	99	8810	6581	3372	1	10	801	182	350
394	1	99	6879	4815	3179	1	21	1058	322	601
395	1	99	5639	3541	2775	1	2	50	6	36
396	1	99	7316	5765	2835	1	20	1531	420	631
397	1	99	6815	4518	3732	1	3	190	14	103
398	1	99	4828	2878	2702	1	21	1267	419	642
399	1	99	7798	5674	3444	1	1	24	0	13
400	1	99	7802	5633	3479	1	8	533	136	191
401	1	99	4925	3488	2201	1	1	15	0	15
402	1	99	6929	4447	2853	1	4	273	29	100
403	1	99	6284	4423	2573	1	0	0	0	0
404	1	99	7843	5291	3498	1	2	113	3	48
405	1	99	6891	4475	3249	1	12	826	109	429
406	1	99	7453	5821	2493	1	4	207	2	88
407	1	99	6817	4798	3367	1	10	853	126	393
408	1	99	5477	3452	2829	1	5	562	33	136
409	1	99	4356	2981	2079	1	7	275	15	133
410	1	99	6065	4064	2676	1	2	305	10	151
411	1	99	7140	4661	3590	1	3	183	8	64
412	1	99	6336	4101	3420	1	2	28	0	22
413	1	99	4519	2630	2574	1	11	763	334	371
414	1	99	7379	5179	3285	1	12	619	75	384
415	1	99	6956	4491	3458	1	4	180	6	106
416	1	99	3999	2591	1906	1	2	125	0	77
417	1	99	7739	5617	3320	1	3	382	0	109
418	1	99	3852	2464	1831	1	3	283	21	160
419	1	99	5004	3205	2455	1	1	29	0	8
420	1	99	10329	9194	2820	1	5	695	102	88
421	1	99	4963	3294	2239	1	7	251	5	116
422	1	99	5436	3400	2707	1	6	359	24	148
423	1	99	6158	3932	3340	1	2	42	0	34
424	1	99	9264	7758	2977	1	3	302	0	108
